CustomerID,Name,Age,Gender,Region,PurchaseAmount,Frequency,ProductCategory,JoinDate
214,Fatima Gonzales,28,female,south,370.00,7,Electronics,2021-12-20
215,Gordon Bryant,55,Male,East,910.25,15,Electronics,2017-08-17
216,Heidi Alexander,26,F,WEST,390.50,8,Beauty,2022-02-04
217,Ivan Russell,40,male,north,165.00,3,Groceries,2020-06-14
218,Jasmine Griffin,32,female,South,295.75,6,Clothing,2021-07-01
219,Kevin Diaz,47,Male,east,150.25,2,Groceries,2019-10-20
220,Linda Hayes,29,female,West,340.25,7,Electronics,2021-11-14
221,Monty Myers,36,male,NORTH,230.50,4,Clothing,2020-09-18
222,Naomi Ford,24,Female,south,480.75,10,Beauty,2022-05-26
223,Orville Hamilton,43,male,East,170.75,3,Groceries,2020-03-09
224,Penny Graham,30,female,west,315.00,6,Clothing,2021-06-18
225,Quinton Sullivan,50,Male,North,760.25,12,Electronics,2018-07-31
226,Rowena Wallace,25,F,SOUTH,405.50,8,Beauty,2022-03-15
227,Sidney West,38,male,east,190.25,4,Clothing,2020-10-03
228,Tamara Cole,27,female,West,350.75,7,Beauty,2021-12-27
229,Tyrone Foster,45,Male,north,155.50,3,Groceries,2020-05-11
230,Uma Simmons,31,female,South,275.00,5,Electronics,2021-08-28
231,Vernon Alexander,28,male,EAST,215.75,4,Clothing,2021-03-22
232,Willa Roberts,34,Female,west,380.25,7,Beauty,2022-01-06
233,Xavier Turner,49,male,North,730.50,11,Electronics,2018-10-16
234,Yolanda Parker,23,female,south,445.75,9,Beauty,2022-07-01
235,Zack Evans,42,Male,East,180.00,3,Groceries,2020-08-24
236,Abby Edwards,29,F,WEST,305.25,6,Clothing,2021-07-13
237,Barnett Collins,37,male,north,255.50,5,Electronics,2021-10-07
238,Cassidy Morris,26,female,South,370.75,7,Beauty,2022-01-11
239,Darius Rogers,44,Male,east,160.00,3,Groceries,2020-02-25
240,Elena Reed,31,female,West,320.75,6,Clothing,2021-05-20
241,Francis Bell,52,male,NORTH,840.25,13,Electronics,2018-04-01
242,Gretchen Murphy,25,Female,south,425.00,9,Beauty,2022-05-04
243,Harold Bailey,39,male,East,185.25,3,Groceries,2020-09-11
244,Irene Rivera,27,female,west,340.50,7,Electronics,2021-11-25
245,Jasper Cooper,46,Male,North,155.25,3,Clothing,2020-06-22
246,Kendra Howard,30,female,SOUTH,280.75,5,Electronics,2021-07-27
247,Louis Cox,36,male,east,225.50,4,Clothing,2020-10-31
248,Molly Ward,24,Female,West,460.00,10,Beauty,2022-06-18
249,Nicholas Torres,43,male,north,165.75,3,Groceries,2020-04-04
250,Olympia Peterson,28,female,South,295.25,6,Clothing,2021-08-09
251,Percy Gray,50,Male,EAST,770.75,12,Electronics,2018-08-21
252,Queenie Ramirez,26,F,west,400.50,8,Beauty,2022-02-18
253,Randolph James,40,male,North,175.25,3,Groceries,2020-07-17
254,Silvia Watson,32,female,south,315.75,6,Clothing,2021-09-03
255,Thomas Brooks,47,Male,East,145.50,2,Groceries,2019-11-28
256,Ursula Kelly,29,female,WEST,360.00,7,Beauty,2021-12-14
257,Vincent Sanders,37,male,north,210.75,4,Clothing,2020-08-28
258,Wanda Price,25,Female,South,475.25,10,Beauty,2022-07-08
259,Xerxes Bennett,44,male,east,170.25,3,Groceries,2020-03-21
260,Yasmine Wood,30,female,West,330.50,6,Electronics,2021-07-05
261,Zara Barnes,48,Male,NORTH,720.25,11,Electronics,2018-11-10
262,Albert Ross,23,male,south,440.75,9,Beauty,2022-04-23
263,Belinda Henderson,35,Female,East,200.00,4,Clothing,2020-09-24
264,Conrad Coleman,27,male,west,355.25,7,Electronics,2021-10-28
265,Dena Jenkins,42,female,North,165.00,3,Groceries,2020-05-15
266,Edgar Perry,31,Male,SOUTH,285.50,5,Clothing,2021-06-27
267,Florence Powell,26,F,east,415.75,9,Beauty,2022-03-01
268,Gilbert Long,49,male,West,760.50,12,Electronics,2018-07-14
269,Harriet Patterson,24,female,north,450.00,10,Beauty,2022-05-31
270,Irving Hughes,38,Male,South,190.50,4,Clothing,2020-10-08
271,Jacinda Flores,29,female,EAST,310.25,6,Electronics,2021-08-17
272,Kendall Washington,45,male,west,155.75,3,Groceries,2020-06-05
273,Lena Butler,32,Female,North,290.75,5,Clothing,2021-07-22
274,Maxwell Simmons,52,male,south,810.50,13,Electronics,2018-03-13
275,Nadia Foster,25,female,East,435.00,9,Beauty,2022-06-07
276,Omar Gonzales,40,Male,WEST,175.00,3,Groceries,2020-11-15
277,Priscilla Bryant,28,F,north,360.75,7,Electronics,2021-12-29
278,Quincy Alexander,37,male,South,235.25,4,Clothing,2020-08-05
279,Rita Russell,23,female,east,495.50,11,Beauty,2022-07-15
280,Sterling Griffin,46,Male,West,150.50,2,Groceries,2019-09-30
281,Trudy Diaz,31,female,NORTH,305.50,6,Clothing,2021-05-11
282,Ulysses Hayes,27,male,south,275.75,5,Electronics,2021-09-22
283,Vivian Myers,42,Female,East,165.25,3,Groceries,2020-04-18
284,Walter Ford,29,male,west,350.00,7,Beauty,2021-11-07
285,Xena Hamilton,36,female,North,220.75,4,Clothing,2020-09-29
286,Yolanda Graham,50,Female,SOUTH,740.25,11,Electronics,2018-10-24
287,Zacharias Sullivan,25,male,east,420.50,9,Beauty,2022-04-16
288,Adele Wallace,43,female,West,170.75,3,Groceries,2020-07-29
289,Barnabas West,30,Male,north,295.00,6,Clothing,2021-07-10
290,Callista Cole,26,female,South,380.25,8,Electronics,2021-12-04
291,Demetrius Foster,47,male,EAST,145.75,2,Groceries,2019-08-22
292,Esme Simmons,32,Female,west,315.50,6,Beauty,2021-09-08
293,Fordham Alexander,55,male,North,930.75,16,Electronics,2017-06-25
294,Gardenia Roberts,24,female,south,455.00,10,Beauty,2022-05-12
295,Houston Turner,39,Male,East,185.75,3,Groceries,2020-10-17
296,Isadora Parker,28,F,WEST,330.00,6,Clothing,2021-08-26
297,Jefferson Evans,44,male,north,160.50,3,Groceries,2020-05-22
298,Katrina Edwards,31,female,South,285.25,5,Electronics,2021-07-16
299,Lionel Collins,48,Male,east,700.50,11,Electronics,2018-09-07
300,Marina Morris,25,female,West,395.75,8,Beauty,2022-02-23
301,Norbert Rogers,37,male,NORTH,210.25,4,Clothing,2020-08-31
302,Ophelia Reed,29,Female,south,345.50,7,Electronics,2021-11-12
303,Percival Bell,43,male,East,165.00,3,Groceries,2020-03-14
304,Queenie Murphy,30,female,west,300.75,6,Clothing,2021-06-22
305,Reginald Bailey,53,Male,North,860.25,14,Electronics,2017-12-17
306,Sophronia Rivera,26,F,SOUTH,415.00,9,Beauty,2022-03-22
307,Tennyson Cooper,40,male,east,180.50,3,Groceries,2020-07-11
308,Ursula Howard,27,female,West,350.25,7,Beauty,2021-12-10
309,Valentine Cox,36,Male,north,230.00,4,Clothing,2020-09-06
310,Wilhelmina Ward,24,female,South,490.25,11,Beauty,2022-06-29
311,Xander Torres,49,male,EAST,730.75,12,Electronics,2018-08-15
312,Yasmin Peterson,31,Female,west,380.50,8,Beauty,2022-01-29
313,Zoltan Gray,44,male,North,175.25,3,Groceries,2020-06-17
314,Amara Ramirez,28,female,south,310.00,6,Electronics,2021-07-28
315,Brigham James,37,Male,East,225.50,4,Clothing,2020-10-22
316,Calliope Watson,23,F,WEST,465.75,10,Beauty,2022-07-10
317,Darian Brooks,50,male,north,790.50,13,Electronics,2018-06-20
318,Elspeth Kelly,26,female,South,395.00,8,Beauty,2022-02-07
319,Fionn Sanders,41,Male,east,185.75,3,Groceries,2020-04-26
320,Galatea Price,29,female,West,325.25,6,Clothing,2021-08-04
321,Harrison Bennett,47,male,NORTH,710.75,11,Electronics,2018-11-17
322,Ingeborg Wood,24,Female,south,445.50,10,Beauty,2022-05-20
323,Jasper Barnes,35,male,East,200.25,4,Clothing,2020-09-12
324,Kira Ross,28,female,west,360.00,7,Electronics,2021-10-26
325,Lancelot Henderson,43,Male,North,160.75,3,Groceries,2020-05-29
326,Magdalene Coleman,31,F,SOUTH,280.50,5,Electronics,2021-06-11
327,Naveen Jenkins,27,male,east,215.75,4,Clothing,2020-11-17
328,Odalys Perry,34,female,West,370.25,7,Beauty,2021-12-08
329,Peregrine Powell,52,Male,north,820.50,13,Electronics,2018-04-14
330,Quintessa Long,25,female,South,430.75,9,Beauty,2022-06-03
331,Roderick Patterson,40,male,EAST,175.50,3,Groceries,2020-08-16
332,Sapphire Hughes,28,Female,west,315.25,6,Clothing,2021-09-20
333,Thaddeus Flores,46,male,North,155.00,3,Groceries,2019-10-11
334,Undine Washington,32,female,south,295.50,6,Electronics,2021-07-25
335,Verdell Butler,37,Male,East,235.75,4,Clothing,2020-10-06
336,Waverly Simmons,23,F,WEST,480.00,10,Beauty,2022-07-04
337,Xenophon Foster,49,male,north,740.25,12,Electronics,2018-09-22
338,Yolanda Gonzales,26,female,South,390.50,8,Beauty,2022-02-28
339,Zeb Bryant,41,Male,east,170.25,3,Groceries,2020-07-04
340,Adaeze Alexander,29,female,West,330.75,6,Clothing,2021-08-18
341,,35,male,NORTH,250.00,5,Electronics,2021-03-07
342,Birgitta Russell,27,Female,south,375.00,7,Beauty,2022-01-12
343,Crispin Griffin,44,male,East,165.75,3,Groceries,2020-04-01
344,Damaris Diaz,31,female,west,300.25,6,Clothing,2021-06-16
345,Emrys Hayes,50,Male,North,760.75,12,Electronics,2018-07-27
346,Felicitas Myers,25,F,SOUTH,415.50,9,Beauty,2022-04-11
347,Gawain Ford,38,male,east,190.75,4,Clothing,2020-09-23
348,Halcyon Hamilton,28,female,West,350.50,7,Electronics,2021-11-01
349,Idris Graham,45,Male,north,155.50,3,Groceries,2020-06-10
350,Jessamine Sullivan,32,female,South,285.75,5,Clothing,2021-07-17
351,INVALID_DATA,999,unknown,unknown,99999.99,999,Unknown,1900-01-01
352,Test Customer,-5,Male,North,-100.00,-3,Electronics,2025-01-01
353,Duplicate Entry,28,female,East,310.00,6,Clothing,2021-10-06
354,Kipling Wallace,37,Male,west,225.00,4,Electronics,2020-10-30
355,Lavinia West,26,female,NORTH,370.75,7,Beauty,2022-01-17
356,Mordecai Cole,43,male,south,160.25,3,Groceries,2020-03-24
357,Narcissa Foster,30,Female,East,305.00,6,Clothing,2021-06-28
358,Obadiah Simmons,49,male,WEST,750.00,12,Electronics,2018-10-12
359,Perpetua Alexander,25,female,north,425.25,9,Beauty,2022-05-07
360,Quillan Roberts,39,Male,South,185.00,3,Groceries,2020-10-21
361,Romilda Turner,28,F,east,340.75,7,Electronics,2021-12-02
362,Saoirse Parker,44,female,West,170.50,3,Groceries,2020-05-18
363,Tancred Evans,32,male,NORTH,290.50,6,Clothing,2021-07-04
364,Ulrica Edwards,27,female,south,360.25,7,Beauty,2021-11-20
365,Vespera Collins,50,Male,East,780.75,13,Electronics,2018-08-03
366,Willowmere Morris,24,female,west,440.50,9,Beauty,2022-06-15
367,Xanthippe Rogers,38,Female,North,200.75,4,Clothing,2020-09-08
368,Ysolde Reed,29,female,SOUTH,325.50,6,Electronics,2021-08-22
369,Zephyrine Bell,45,male,east,165.25,3,Groceries,2020-04-30
370,Aldric Murphy,31,Male,West,280.25,5,Clothing,2021-07-13
371,Belphoebe Bailey,23,F,north,475.00,10,Beauty,2022-07-16
372,Caradoc Rivera,46,male,South,150.75,2,Groceries,2019-09-07
373,Dymphna Cooper,30,female,EAST,315.75,6,Clothing,2021-06-30
374,Eirlys Howard,36,Female,west,380.00,7,Electronics,2021-12-16
375,Fionnuala Cox,25,female,North,445.25,9,Beauty,2022-05-23
376,Gaheris Ward,42,Male,south,175.75,3,Groceries,2020-08-07
377,Heulwen Torres,29,female,East,310.50,6,Clothing,2021-09-14
378,Idwal Peterson,47,male,WEST,720.75,11,Electronics,2018-10-27
379,Jocasta Gray,24,Female,north,455.50,10,Beauty,2022-06-20
380,Kearney Ramirez,35,male,South,195.00,4,Clothing,2020-11-02
381,Lisette James,28,female,east,355.75,7,Electronics,2021-11-08
382,Malachy Watson,43,Male,West,165.00,3,Groceries,2020-06-25
383,Niamh Brooks,31,F,NORTH,285.00,5,Clothing,2021-07-07
384,Odessa Kelly,26,female,south,400.25,8,Beauty,2022-02-15
385,Phelan Sanders,40,male,East,180.25,3,Groceries,2020-07-20
386,Quillon Price,28,Male,west,340.00,7,Electronics,2021-10-04
387,Rowan Bennett,37,male,North,220.75,4,Clothing,2020-09-15
388,Seren Wood,24,female,SOUTH,470.50,10,Beauty,2022-06-05
389,Taliesin Barnes,49,Male,east,700.75,11,Electronics,2018-11-23
390,Tesni Ross,26,female,West,385.25,8,Beauty,2022-02-26
391,Trystan Henderson,41,male,north,170.00,3,Groceries,2020-08-09
392,Uchenna Coleman,30,Female,South,295.75,6,Clothing,2021-07-24
393,Veerle Jenkins,37,male,EAST,225.25,4,Electronics,2020-10-28
394,Wynne Perry,25,female,west,365.75,7,Beauty,2021-12-18
395,Ximena Powell,44,Male,North,160.50,3,Groceries,2020-05-14
