CustomerID,Name,Age,Gender,Region,PurchaseAmount,Frequency,ProductCategory,JoinDate
53,Amy Bell,23.0,Female,North,480.75,11,Beauty,2022-06-20
54,Brian Murphy,47.0,Male,South,145.5,2,Groceries,2019-04-12
55,Cindy Bailey,31.0,Female,East,285.0,6,Electronics,2021-02-08
56,Derek Rivera,54.0,Male,West,940.25,16,Electronics,2017-10-28
57,Elaine Cooper,27.0,Female,North,360.5,7,Clothing,2021-12-15
58,Floyd Richardson,40.0,Male,South,190.75,4,Groceries,2020-06-03
59,Gina Cox,25.0,Female,East,415.0,9,Beauty,2022-04-18
60,Harold Howard,44.0,Male,West,160.25,3,Clothing,2020-10-22
61,Isabel Ward,33.0,Female,North,300.5,6,Electronics,2021-05-07
62,Jason Torres,28.0,Male,South,175.75,3,Groceries,2022-01-14
63,Katherine Peterson,38.0,Female,East,240.0,5,Clothing,2020-08-29
64,Liam Gray,52.0,Male,West,790.5,13,Electronics,2018-02-11
65,Monica Ramirez,24.0,Female,North,430.25,9,Beauty,2022-05-28
66,Nathan James,46.0,Male,South,150.0,2,Groceries,2019-09-24
67,Ophelia Watson,30.0,Female,East,270.75,5,Electronics,2021-07-17
68,Paul Brooks,37.0,Male,West,205.5,4,Clothing,2020-11-30
69,Queenie Kelly,22.0,Female,North,500.0,11,Beauty,2022-07-05
70,Robert Sanders,48.0,Male,South,135.25,2,Groceries,2019-06-13
71,Samantha Price,29.0,Female,East,295.75,6,Electronics,2021-08-02
72,Thomas Bennett,35.0,Male,West,225.0,4,Clothing,2020-05-19
73,Ursula Wood,27.0,Female,North,345.5,7,Beauty,2021-11-25
74,Victor Barnes,43.0,Male,South,170.25,3,Groceries,2020-02-07
75,Wanda Ross,31.0,Female,East,310.0,6,Electronics,2021-03-24
76,Xavier Henderson,55.0,Male,West,860.75,14,Electronics,2017-12-10
77,Yolanda Coleman,26.0,Female,North,385.25,8,Beauty,2022-04-07
78,Zachary Jenkins,40.0,Male,South,155.5,3,Clothing,2020-07-25
79,Alice Perry,34.0,Female,East,280.75,5,Electronics,2021-09-12
80,Benjamin Powell,49.0,Male,West,720.0,12,Electronics,2018-07-17
81,Chloe Long,23.0,Female,North,455.25,10,Beauty,2022-06-08
82,Daniel Patterson,36.0,Male,South,195.0,4,Groceries,2020-04-23
83,Emma Hughes,28.0,Female,East,265.5,5,Clothing,2021-10-06
84,Fred Flores,44.0,Male,West,180.75,3,Groceries,2020-12-18
85,Gloria Washington,32.0,Female,North,330.0,7,Electronics,2021-04-30
86,Harry Butler,51.0,Male,South,810.25,13,Electronics,2018-05-06
87,Iris Simmons,25.0,Female,East,400.5,8,Beauty,2022-03-14
88,Jake Foster,39.0,Male,West,215.75,4,Clothing,2020-09-21
89,Kara Gonzales,27.0,Female,North,360.0,7,Electronics,2021-12-03
90,Lance Bryant,46.0,Male,South,140.25,2,Groceries,2019-10-09
91,Mandy Alexander,30.0,Female,East,285.5,6,Beauty,2021-06-16
92,Ned Russell,37.0,Male,West,200.75,4,Clothing,2020-03-28
93,Olga Griffin,24.0,Female,North,470.25,10,Beauty,2022-05-15
94,Phil Diaz,43.0,Male,South,165.5,3,Groceries,2020-01-12
95,Rebecca Hayes,29.0,Female,East,310.75,6,Electronics,2021-08-19
96,Scott Myers,52.0,Male,West,880.0,15,Electronics,2017-09-05
97,Tara Ford,26.0,Female,North,375.25,8,Beauty,2022-02-21
98,Ulysses Hamilton,41.0,Male,South,150.75,3,Clothing,2020-08-14
99,Violet Graham,33.0,Female,East,255.0,5,Electronics,2021-05-23
100,Walter Sullivan,48.0,Male,West,700.25,11,Electronics,2018-10-29
101,Xena Wallace,22.0,Female,North,445.5,10,Beauty,2022-07-12
102,Yale West,35.0,Male,South,185.75,3,Groceries,2020-06-08
103,Zara Cole,28.0,Female,East,295.0,6,Clothing,2021-10-17
104,Unknown,31.0,Male,West,210.5,4,Electronics,2021-02-14
105,Angela Foster,38.0,Female,North,170.25,3,Groceries,2020-11-26
106,Brandon Simmons,26.0,Male,South,340.75,7,Electronics,2021-12-31
107,Candace Alexander,44.0,Female,East,155.5,2,Groceries,2019-05-07
108,Dennis Roberts,50.0,Male,West,760.0,12,Electronics,2018-08-23
109,Eleanor Turner,25.0,Female,North,420.25,9,Beauty,2022-04-12
110,Floyd Parker,40.0,Male,South,175.75,3,Clothing,2020-07-19
111,Geraldine Evans,32.0,Female,East,270.5,5,Electronics,2021-07-06
112,Harold Edwards,47.0,Male,West,145.25,2,Groceries,2019-03-18
113,Ingrid Collins,29.0,Female,North,305.75,6,Clothing,2021-09-24
114,Julian Morris,36.0,Male,South,230.0,4,Electronics,2020-10-13
115,Kendra Rogers,23.0,Female,East,490.5,11,Beauty,2022-06-27
116,Lawrence Reed,53.0,Male,West,900.25,15,Electronics,2017-07-15
117,Monica Bell,27.0,Female,North,365.75,7,Beauty,2021-11-09
118,Norman Murphy,42.0,Male,South,160.5,3,Groceries,2020-05-04
119,Octavia Bailey,30.0,Female,East,310.0,6,Electronics,2021-06-21
120,Percy Rivera,45.0,Male,West,195.25,4,Clothing,2020-12-10
121,Quentin Cooper,28.0,Male,North,285.75,5,Electronics,2021-03-03
122,Roselyn Howard,34.0,Female,South,240.0,5,Beauty,2021-08-12
123,Sergio Cox,49.0,Male,East,730.5,12,Electronics,2018-11-07
124,Tanya Ward,24.0,Female,West,440.75,9,Beauty,2022-05-22
125,Ulric Torres,38.0,Male,North,180.0,3,Groceries,2020-09-15
126,Vera Peterson,31.0,Female,South,320.25,6,Clothing,2021-04-28
127,Warren Gray,55.0,Male,East,870.0,14,Electronics,2017-11-03
128,Xandra Ramirez,22.0,Female,West,415.5,9,Beauty,2022-03-19
129,Yuri James,43.0,Male,North,150.25,3,Clothing,2020-06-27
130,Zena Watson,26.0,Female,South,290.75,6,Electronics,2021-10-23
131,Alex Brooks,37.0,Male,East,205.0,4,Groceries,2020-04-08
132,Brenda Kelly,29.0,Female,West,360.25,7,Beauty,2021-12-17
133,Charles Sanders,46.0,Male,North,135.5,2,Groceries,2019-08-04
134,Delilah Price,32.0,Female,South,275.75,5,Clothing,2021-05-15
135,Evan Bennett,25.0,Male,East,480.0,10,Beauty,2022-06-01
136,Felicia Wood,41.0,Female,West,165.25,3,Groceries,2020-11-12
137,Gregory Barnes,33.0,Male,North,295.5,6,Electronics,2021-07-24
138,Holly Ross,28.0,Female,South,230.75,4,Clothing,2021-02-19
139,Isaac Henderson,50.0,Male,East,780.25,13,Electronics,2018-06-14
140,Jade Coleman,24.0,Female,West,435.0,9,Beauty,2022-04-25
141,Kenneth Jenkins,39.0,Male,North,190.5,4,Clothing,2020-08-01
142,Lila Perry,27.0,Female,South,310.75,6,Electronics,2021-09-10
143,Marcus Powell,44.0,Male,East,170.0,3,Groceries,2020-02-22
144,Nina Long,31.0,Female,West,345.25,7,Beauty,2021-11-04
145,Oscar Patterson,36.0,Male,North,215.5,4,Clothing,2020-10-17
146,Portia Hughes,23.0,Female,South,500.75,11,Beauty,2022-07-14
147,Quentin Flores,48.0,Male,East,720.5,12,Electronics,2018-09-19
148,Ruby Washington,26.0,Female,West,385.0,8,Beauty,2022-02-26
149,Sylvester Butler,40.0,Male,North,160.75,3,Clothing,2020-07-14
150,Tammy Simmons,34.0,Female,South,280.0,5,Electronics,2021-08-06
151,Ulysses Foster,29.0,Male,East,225.25,4,Clothing,2021-03-17
152,Valencia Gonzales,38.0,Female,West,340.5,7,Electronics,2021-10-01
153,Winston Bryant,52.0,Male,North,820.75,13,Electronics,2018-04-07
154,Xenia Alexander,25.0,Female,South,410.25,9,Beauty,2022-05-09
155,York Russell,43.0,Male,East,175.5,3,Groceries,2020-09-28
156,Zelda Griffin,30.0,Female,West,300.75,6,Clothing,2021-06-14
157,Adam Diaz,47.0,Male,North,145.0,2,Groceries,2019-11-17
158,Bertha Hayes,22.0,Female,South,460.5,10,Beauty,2022-03-31
159,Cecil Myers,37.0,Male,East,200.25,4,Electronics,2020-12-24
160,Diana Ford,28.0,Female,West,370.75,7,Beauty,2021-11-29
161,Edward Hamilton,55.0,Male,North,950.0,16,Electronics,2017-05-20
162,Frances Graham,32.0,Female,South,255.5,5,Clothing,2021-04-11
163,Gerald Sullivan,46.0,Male,East,165.75,3,Groceries,2020-03-03
164,Harriet Wallace,24.0,Female,West,445.0,10,Beauty,2022-06-16
165,Ivan West,41.0,Male,North,185.25,3,Groceries,2020-08-19
166,Jacqueline Cole,29.0,Female,South,315.5,6,Electronics,2021-07-12
167,Kirk Foster,36.0,Male,East,235.75,4,Clothing,2020-10-25
168,Laura Simmons,27.0,Female,West,390.25,8,Beauty,2022-01-20
169,Martin Alexander,44.0,Male,North,155.0,3,Groceries,2020-05-08
170,Nina Roberts,31.0,Female,South,275.25,5,Electronics,2021-09-17
171,Oliver Turner,50.0,Male,East,750.75,12,Electronics,2018-07-02
172,Patricia Parker,25.0,Female,West,420.5,9,Beauty,2022-04-06
173,Quincy Evans,39.0,Male,North,200.75,4,Clothing,2020-11-20
174,Rhonda Edwards,28.0,Female,South,340.0,7,Electronics,2021-12-10
175,Stanley Collins,47.0,Male,East,160.25,3,Groceries,2019-09-26
176,Teresa Morris,33.0,Female,West,295.5,6,Clothing,2021-05-29
177,Ulrich Rogers,23.0,Male,North,475.75,10,Beauty,2022-07-03
178,Vera Reed,42.0,Female,South,175.0,3,Groceries,2020-07-07
179,Walter Bell,30.0,Male,East,330.25,6,Electronics,2021-08-23
180,Xenia Murphy,26.0,Female,West,405.5,8,Beauty,2022-02-11
181,Yale Bailey,37.0,Male,North,190.0,4,Clothing,2020-09-02
182,Zora Rivera,28.0,Female,South,260.75,5,Electronics,2021-10-14
183,Albert Cooper,53.0,Male,East,830.25,13,Electronics,2018-03-26
184,Beatrice Howard,24.0,Female,West,450.75,10,Beauty,2022-05-17
185,Cecil Cox,40.0,Male,North,170.5,3,Groceries,2020-06-30
186,Dolores Ward,31.0,Female,South,305.0,6,Clothing,2021-07-19
187,Edgar Torres,48.0,Male,East,710.5,11,Electronics,2018-10-03
188,Florence Peterson,25.0,Female,West,380.75,8,Beauty,2022-03-08
189,George Gray,43.0,Male,North,155.25,3,Clothing,2020-04-15
190,Helena Ramirez,29.0,Female,South,290.0,6,Electronics,2021-08-31
191,Ignacio James,36.0,Male,East,220.5,4,Groceries,2020-11-07
192,Jane Watson,27.0,Female,West,360.75,7,Beauty,2021-12-22
193,Kyle Brooks,50.0,Male,North,770.25,12,Electronics,2018-08-08
194,Lydia Kelly,23.0,Female,South,440.0,9,Beauty,2022-06-24
195,Michael Sanders,44.0,Male,East,165.5,3,Groceries,2020-02-18
196,Nancy Price,32.0,Female,West,300.25,6,Clothing,2021-05-03
197,Owen Bennett,28.0,Male,North,275.75,5,Electronics,2021-09-27
198,Paula Wood,38.0,Female,South,240.5,5,Clothing,2020-08-11
199,Quincy Barnes,46.0,Male,East,150.0,2,Groceries,2019-07-23
200,Rachel Ross,33.0,Female,West,320.5,6,Electronics,2021-10-31
201,Samuel Henderson,25.0,Male,North,490.75,11,Beauty,2022-07-17
202,Tara Coleman,41.0,Female,South,175.25,3,Groceries,2020-09-09
203,Ulrich Jenkins,29.0,Male,East,310.0,6,Clothing,2021-06-04
204,Vanessa Perry,34.0,Female,West,365.5,7,Electronics,2021-11-18
205,William Powell,52.0,Male,North,800.75,13,Electronics,2018-05-13
206,Xiomara Long,24.0,Female,South,435.25,9,Beauty,2022-04-29
207,Yancey Patterson,39.0,Male,East,195.75,4,Clothing,2020-07-22
208,Zelda Hughes,27.0,Female,West,355.0,7,Beauty,2021-12-06
209,Aaron Flores,44.0,Male,North,160.75,3,Groceries,2020-05-27
210,Barbara Washington,31.0,Female,South,285.25,5,Electronics,2021-08-14
211,Carter Butler,48.0,Male,East,740.5,12,Electronics,2018-09-30
212,Daphne Simmons,23.0,Female,West,425.75,9,Beauty,2022-06-11
213,Elliot Foster,37.0,Male,North,205.25,4,Clothing,2020-10-24
214,Fatima Gonzales,28.0,Female,South,370.0,7,Electronics,2021-12-20
215,Gordon Bryant,55.0,Male,East,910.25,15,Electronics,2017-08-17
216,Heidi Alexander,26.0,Female,West,390.5,8,Beauty,2022-02-04
217,Ivan Russell,40.0,Male,North,165.0,3,Groceries,2020-06-14
218,Jasmine Griffin,32.0,Female,South,295.75,6,Clothing,2021-07-01
219,Kevin Diaz,47.0,Male,East,150.25,2,Groceries,2019-10-20
220,Linda Hayes,29.0,Female,West,340.25,7,Electronics,2021-11-14
221,Monty Myers,36.0,Male,North,230.5,4,Clothing,2020-09-18
222,Naomi Ford,24.0,Female,South,480.75,10,Beauty,2022-05-26
223,Orville Hamilton,43.0,Male,East,170.75,3,Groceries,2020-03-09
224,Penny Graham,30.0,Female,West,315.0,6,Clothing,2021-06-18
225,Quinton Sullivan,50.0,Male,North,760.25,12,Electronics,2018-07-31
226,Rowena Wallace,25.0,Female,South,405.5,8,Beauty,2022-03-15
227,Sidney West,38.0,Male,East,190.25,4,Clothing,2020-10-03
228,Tamara Cole,27.0,Female,West,350.75,7,Beauty,2021-12-27
229,Tyrone Foster,45.0,Male,North,155.5,3,Groceries,2020-05-11
230,Uma Simmons,31.0,Female,South,275.0,5,Electronics,2021-08-28
231,Vernon Alexander,28.0,Male,East,215.75,4,Clothing,2021-03-22
232,Willa Roberts,34.0,Female,West,380.25,7,Beauty,2022-01-06
233,Xavier Turner,49.0,Male,North,730.5,11,Electronics,2018-10-16
234,Yolanda Parker,23.0,Female,South,445.75,9,Beauty,2022-07-01
235,Zack Evans,42.0,Male,East,180.0,3,Groceries,2020-08-24
236,Abby Edwards,29.0,Female,West,305.25,6,Clothing,2021-07-13
237,Barnett Collins,37.0,Male,North,255.5,5,Electronics,2021-10-07
238,Cassidy Morris,26.0,Female,South,370.75,7,Beauty,2022-01-11
239,Darius Rogers,44.0,Male,East,160.0,3,Groceries,2020-02-25
240,Elena Reed,31.0,Female,West,320.75,6,Clothing,2021-05-20
241,Francis Bell,52.0,Male,North,840.25,13,Electronics,2018-04-01
242,Gretchen Murphy,25.0,Female,South,425.0,9,Beauty,2022-05-04
243,Harold Bailey,39.0,Male,East,185.25,3,Groceries,2020-09-11
244,Irene Rivera,27.0,Female,West,340.5,7,Electronics,2021-11-25
245,Jasper Cooper,46.0,Male,North,155.25,3,Clothing,2020-06-22
246,Kendra Howard,30.0,Female,South,280.75,5,Electronics,2021-07-27
247,Louis Cox,36.0,Male,East,225.5,4,Clothing,2020-10-31
248,Molly Ward,24.0,Female,West,460.0,10,Beauty,2022-06-18
249,Nicholas Torres,43.0,Male,North,165.75,3,Groceries,2020-04-04
250,Olympia Peterson,28.0,Female,South,295.25,6,Clothing,2021-08-09
251,Percy Gray,50.0,Male,East,770.75,12,Electronics,2018-08-21
252,Queenie Ramirez,26.0,Female,West,400.5,8,Beauty,2022-02-18
253,Randolph James,40.0,Male,North,175.25,3,Groceries,2020-07-17
254,Silvia Watson,32.0,Female,South,315.75,6,Clothing,2021-09-03
255,Thomas Brooks,47.0,Male,East,145.5,2,Groceries,2019-11-28
256,Ursula Kelly,29.0,Female,West,360.0,7,Beauty,2021-12-14
257,Vincent Sanders,37.0,Male,North,210.75,4,Clothing,2020-08-28
258,Wanda Price,25.0,Female,South,475.25,10,Beauty,2022-07-08
259,Xerxes Bennett,44.0,Male,East,170.25,3,Groceries,2020-03-21
260,Yasmine Wood,30.0,Female,West,330.5,6,Electronics,2021-07-05
261,Zara Barnes,48.0,Male,North,720.25,11,Electronics,2018-11-10
262,Albert Ross,23.0,Male,South,440.75,9,Beauty,2022-04-23
263,Belinda Henderson,35.0,Female,East,200.0,4,Clothing,2020-09-24
264,Conrad Coleman,27.0,Male,West,355.25,7,Electronics,2021-10-28
265,Dena Jenkins,42.0,Female,North,165.0,3,Groceries,2020-05-15
266,Edgar Perry,31.0,Male,South,285.5,5,Clothing,2021-06-27
267,Florence Powell,26.0,Female,East,415.75,9,Beauty,2022-03-01
268,Gilbert Long,49.0,Male,West,760.5,12,Electronics,2018-07-14
269,Harriet Patterson,24.0,Female,North,450.0,10,Beauty,2022-05-31
270,Irving Hughes,38.0,Male,South,190.5,4,Clothing,2020-10-08
271,Jacinda Flores,29.0,Female,East,310.25,6,Electronics,2021-08-17
272,Kendall Washington,45.0,Male,West,155.75,3,Groceries,2020-06-05
273,Lena Butler,32.0,Female,North,290.75,5,Clothing,2021-07-22
274,Maxwell Simmons,52.0,Male,South,810.5,13,Electronics,2018-03-13
275,Nadia Foster,25.0,Female,East,435.0,9,Beauty,2022-06-07
276,Omar Gonzales,40.0,Male,West,175.0,3,Groceries,2020-11-15
277,Priscilla Bryant,28.0,Female,North,360.75,7,Electronics,2021-12-29
278,Quincy Alexander,37.0,Male,South,235.25,4,Clothing,2020-08-05
279,Rita Russell,23.0,Female,East,495.5,11,Beauty,2022-07-15
280,Sterling Griffin,46.0,Male,West,150.5,2,Groceries,2019-09-30
281,Trudy Diaz,31.0,Female,North,305.5,6,Clothing,2021-05-11
282,Ulysses Hayes,27.0,Male,South,275.75,5,Electronics,2021-09-22
283,Vivian Myers,42.0,Female,East,165.25,3,Groceries,2020-04-18
284,Walter Ford,29.0,Male,West,350.0,7,Beauty,2021-11-07
285,Xena Hamilton,36.0,Female,North,220.75,4,Clothing,2020-09-29
286,Yolanda Graham,50.0,Female,South,740.25,11,Electronics,2018-10-24
287,Zacharias Sullivan,25.0,Male,East,420.5,9,Beauty,2022-04-16
288,Adele Wallace,43.0,Female,West,170.75,3,Groceries,2020-07-29
289,Barnabas West,30.0,Male,North,295.0,6,Clothing,2021-07-10
290,Callista Cole,26.0,Female,South,380.25,8,Electronics,2021-12-04
291,Demetrius Foster,47.0,Male,East,145.75,2,Groceries,2019-08-22
292,Esme Simmons,32.0,Female,West,315.5,6,Beauty,2021-09-08
293,Fordham Alexander,55.0,Male,North,930.75,16,Electronics,2017-06-25
294,Gardenia Roberts,24.0,Female,South,455.0,10,Beauty,2022-05-12
295,Houston Turner,39.0,Male,East,185.75,3,Groceries,2020-10-17
296,Isadora Parker,28.0,Female,West,330.0,6,Clothing,2021-08-26
297,Jefferson Evans,44.0,Male,North,160.5,3,Groceries,2020-05-22
298,Katrina Edwards,31.0,Female,South,285.25,5,Electronics,2021-07-16
299,Lionel Collins,48.0,Male,East,700.5,11,Electronics,2018-09-07
300,Marina Morris,25.0,Female,West,395.75,8,Beauty,2022-02-23
301,Norbert Rogers,37.0,Male,North,210.25,4,Clothing,2020-08-31
302,Ophelia Reed,29.0,Female,South,345.5,7,Electronics,2021-11-12
303,Percival Bell,43.0,Male,East,165.0,3,Groceries,2020-03-14
304,Queenie Murphy,30.0,Female,West,300.75,6,Clothing,2021-06-22
305,Reginald Bailey,53.0,Male,North,860.25,14,Electronics,2017-12-17
306,Sophronia Rivera,26.0,Female,South,415.0,9,Beauty,2022-03-22
307,Tennyson Cooper,40.0,Male,East,180.5,3,Groceries,2020-07-11
308,Ursula Howard,27.0,Female,West,350.25,7,Beauty,2021-12-10
309,Valentine Cox,36.0,Male,North,230.0,4,Clothing,2020-09-06
310,Wilhelmina Ward,24.0,Female,South,490.25,11,Beauty,2022-06-29
311,Xander Torres,49.0,Male,East,730.75,12,Electronics,2018-08-15
312,Yasmin Peterson,31.0,Female,West,380.5,8,Beauty,2022-01-29
313,Zoltan Gray,44.0,Male,North,175.25,3,Groceries,2020-06-17
314,Amara Ramirez,28.0,Female,South,310.0,6,Electronics,2021-07-28
315,Brigham James,37.0,Male,East,225.5,4,Clothing,2020-10-22
316,Calliope Watson,23.0,Female,West,465.75,10,Beauty,2022-07-10
317,Darian Brooks,50.0,Male,North,790.5,13,Electronics,2018-06-20
318,Elspeth Kelly,26.0,Female,South,395.0,8,Beauty,2022-02-07
319,Fionn Sanders,41.0,Male,East,185.75,3,Groceries,2020-04-26
320,Galatea Price,29.0,Female,West,325.25,6,Clothing,2021-08-04
321,Harrison Bennett,47.0,Male,North,710.75,11,Electronics,2018-11-17
322,Ingeborg Wood,24.0,Female,South,445.5,10,Beauty,2022-05-20
323,Jasper Barnes,35.0,Male,East,200.25,4,Clothing,2020-09-12
324,Kira Ross,28.0,Female,West,360.0,7,Electronics,2021-10-26
325,Lancelot Henderson,43.0,Male,North,160.75,3,Groceries,2020-05-29
326,Magdalene Coleman,31.0,Female,South,280.5,5,Electronics,2021-06-11
327,Naveen Jenkins,27.0,Male,East,215.75,4,Clothing,2020-11-17
328,Odalys Perry,34.0,Female,West,370.25,7,Beauty,2021-12-08
329,Peregrine Powell,52.0,Male,North,820.5,13,Electronics,2018-04-14
330,Quintessa Long,25.0,Female,South,430.75,9,Beauty,2022-06-03
331,Roderick Patterson,40.0,Male,East,175.5,3,Groceries,2020-08-16
332,Sapphire Hughes,28.0,Female,West,315.25,6,Clothing,2021-09-20
333,Thaddeus Flores,46.0,Male,North,155.0,3,Groceries,2019-10-11
334,Undine Washington,32.0,Female,South,295.5,6,Electronics,2021-07-25
335,Verdell Butler,37.0,Male,East,235.75,4,Clothing,2020-10-06
336,Waverly Simmons,23.0,Female,West,480.0,10,Beauty,2022-07-04
337,Xenophon Foster,49.0,Male,North,740.25,12,Electronics,2018-09-22
338,Yolanda Gonzales,26.0,Female,South,390.5,8,Beauty,2022-02-28
339,Zeb Bryant,41.0,Male,East,170.25,3,Groceries,2020-07-04
340,Adaeze Alexander,29.0,Female,West,330.75,6,Clothing,2021-08-18
341,Unknown,35.0,Male,North,250.0,5,Electronics,2021-03-07
342,Birgitta Russell,27.0,Female,South,375.0,7,Beauty,2022-01-12
343,Crispin Griffin,44.0,Male,East,165.75,3,Groceries,2020-04-01
344,Damaris Diaz,31.0,Female,West,300.25,6,Clothing,2021-06-16
345,Emrys Hayes,50.0,Male,North,760.75,12,Electronics,2018-07-27
346,Felicitas Myers,25.0,Female,South,415.5,9,Beauty,2022-04-11
347,Gawain Ford,38.0,Male,East,190.75,4,Clothing,2020-09-23
348,Halcyon Hamilton,28.0,Female,West,350.5,7,Electronics,2021-11-01
349,Idris Graham,45.0,Male,North,155.5,3,Groceries,2020-06-10
350,Jessamine Sullivan,32.0,Female,South,285.75,5,Clothing,2021-07-17
353,Duplicate Entry,28.0,Female,East,310.0,6,Clothing,2021-10-06
354,Kipling Wallace,37.0,Male,West,225.0,4,Electronics,2020-10-30
355,Lavinia West,26.0,Female,North,370.75,7,Beauty,2022-01-17
356,Mordecai Cole,43.0,Male,South,160.25,3,Groceries,2020-03-24
357,Narcissa Foster,30.0,Female,East,305.0,6,Clothing,2021-06-28
358,Obadiah Simmons,49.0,Male,West,750.0,12,Electronics,2018-10-12
359,Perpetua Alexander,25.0,Female,North,425.25,9,Beauty,2022-05-07
360,Quillan Roberts,39.0,Male,South,185.0,3,Groceries,2020-10-21
361,Romilda Turner,28.0,Female,East,340.75,7,Electronics,2021-12-02
362,Saoirse Parker,44.0,Female,West,170.5,3,Groceries,2020-05-18
363,Tancred Evans,32.0,Male,North,290.5,6,Clothing,2021-07-04
364,Ulrica Edwards,27.0,Female,South,360.25,7,Beauty,2021-11-20
365,Vespera Collins,50.0,Male,East,780.75,13,Electronics,2018-08-03
366,Willowmere Morris,24.0,Female,West,440.5,9,Beauty,2022-06-15
367,Xanthippe Rogers,38.0,Female,North,200.75,4,Clothing,2020-09-08
368,Ysolde Reed,29.0,Female,South,325.5,6,Electronics,2021-08-22
369,Zephyrine Bell,45.0,Male,East,165.25,3,Groceries,2020-04-30
370,Aldric Murphy,31.0,Male,West,280.25,5,Clothing,2021-07-13
371,Belphoebe Bailey,23.0,Female,North,475.0,10,Beauty,2022-07-16
372,Caradoc Rivera,46.0,Male,South,150.75,2,Groceries,2019-09-07
373,Dymphna Cooper,30.0,Female,East,315.75,6,Clothing,2021-06-30
374,Eirlys Howard,36.0,Female,West,380.0,7,Electronics,2021-12-16
